,Testing Data,Predicted Labels
4773,اللهم وفق خادم الحرمين الشريفين الملك سلمان_بن_عبدالعزيز واحفظه واحفظ الشعب السعودي واحفظ هذه البلاد وامنها وبلاد المسلمين في كل مكان ,1
4774, النصر_الاتحاد الفرررييدددددددددي ,2
4775, الهلال لعب في الدوري 11 مباريات فاز في 9 بحكم محلي وخسر 2 بحكم اجنبي صفوا النيه ياخوان الهلال_الاهلي,0
4776,ضاعت من الهلال بسبب الفرج اولا واخيرا وادواردو خذلنا اليوم الهلال_الفتح,0
4777, تصويت هل تؤيد تعليق_الدراسه في الشرقيه ريتويت نعم مفضله لا ,2
4778, المشكله ليست في رفع_اسعار_البنزين_والكهرباا ف ق ط حيث ان زياده اسعار الطاقه سيترتب عليه تلقائيا زياده اسعار كثير من ال ,0
4779, مواجهات ب وجهك باذن الله خساره او تعادل ويبقا الهلال وحده في الصداره,0
4780, شيين وقوي عين انترنت_السعوديه_ضعيف,0
4781, يازعماا حضرت ل الهلال الملكي امام الاهلي مباراتين في الرياض وواحده في جده في الرياض خسارتين في جده تعادل وبكره ,1
4782, قديمه شوف علامه stc,2
4783, تعليق_الدراسه_في_الرياض جامعه_الاميره_نوره جد جامعتنا تحتاج اجازه اكثر منا تضبطونها ,2
4784, اوامر_ملكيه عزااام الدخيل الله يوفقك لو مايجينا منك الا هالاجازه,2
4785, رفع_اسعار_البنزين_والكهرباا وزاره_التجاره الاحساا بعض المحطات اغلقت بحجه عدم وجود وقود لماذا هذا الاستغلال ,0
4786,اللهم احفظ وطنا من كل مكره واجعل اوفى الرجال رجاله واحفظ امام المسلمين وخادم الحرمين سلمان بن عبدالعزيز رفع_اسعار_البنزين_والكهرباا,1
4787,برشلونه والاغتصاب قصه عشق لا تنتهي برشلونه_روما,1
4788,راحت الميزانيه ع الامرا والشعب مضيقينها عليهم حتي في ابسط حقوقهم فرصه عمل او سكن رفع_اسعار_البنزين_والكهرباا,0
4789, قاسم_يهاجم_الملك_عبدالله قرات المقال ماهاجم ولاشيا احترموا عقولنا شوي فلسفه ذكر واقعه حصلت وانها خطا وهي فعلا خطا واضح بس وانتهى الامر,2
4790, استقاله_رييس_التعاون الهلال_التعاون خلينا ابو درويش يرد عليه ,2
4791, جهوديشكر عليها رئيس بلديه شري في مساندتهم اعمال الانقاذ في تصريف سيول بريده_تغرق ,0
4792,برشلونه amp الخليج برشلونه_روما,2
4793,الهلال يفرط بنقاط الفتح بسبب رعونه الفرج الهلال_الفتح,0
4794, السماح_بالسينما_في_السعوديه طيب ترى عايدي جدا ماتحتاج كل هالضجه موجوده با ارامكو والدنيا بخير والامور طيبه ,1
4795,تم تعليق الدراسه غدا الخميس لسبب الاحوال الجويه حتى الان الساعه 2 24 تعليق_الدراسه_في_المنطقه_الشرقيه تعليق_الدراسه هناك امطار غزيره G N ,2
4796,كل مقتول ظاما فهو على خط هابيل والقاتل على خط قابيل الشهيد السعيد المجاهد نمر باقر النمر,0
4797, اوامر_ملكيه نبغاكم تزيدون رواتب العسكر يستاهلوووون,2
4798, الهلال_التعاون خلصت صياح طيب تراك المركز السادس يالله ابكي ثاني مره يالبكايه,0
4799,يحق لي يوم اعشقك وافتخر فيك اسمك على كل البطولات حايز ياهلال نفرح بك ليا حل طاريك وشلون يوم تشوفك العين فايز الهلال_التعاون,1
4800, ليس من المستغرب ان تحدث مهزله تحكيميه في ظل وجود فريق الدلال الهلال_التعاون ملوك_العالمي قروب_الذهب قروب_التميز_الع ,0
4801,ليش المدينه لا تعليق_الدراسه_في_القصيم,2
4802,خرج الارهاب من رحم دوله كافره حيث وضعته في بلاد الاسلام ليعيش بين المسلمين من اجل ان يعلن الكفر محاربته تفجيرات_باريس هجمات_باريس,0
4803, ادواردو الهلال_الشباب لبى قلبك ,1
4804, الهلال_التعاون دور ال 8 من كاس ولي العهد الهلال القادسيه 28 ديسمبر دور ال 4 الاتحاد الاهلي 1 يناير,2
4805, عاجل تعليق_الدراسه_في_الرياض غدا الخميس بسبب الامطار الغزيره مبروك الهاترك لاهل الرياض,1
4806, تعليق_الدراسه_في_القصيم ياااممععالييدز قللللبي الحمدلله خيره ,1
4807, المقاومه الجنوبيه في بيحان تتمكن من اعطاب دبابه ومدفع بي10 كان بحوزه مليشيات الحوثي والمخلوع ويستخدمونها في قصف مواقع المقاو ,2
4808, ثالث هددددددف عالمي صناعه الاهداف لها رجالها وارهبهم وارعبهم الراهب النصر النصر_الاتحاد ,1
4809, النصر_الاتحاد عادت روح النصر عادت روح البطل باذن الله بدايه العوده والتصحيح والرجوع للمكان الصحيح يارب ,1
4810, حصار_غزه_جريمه_اباده اللهم اخذل من خذلهم وازل حكمه ,0
4811,مبرووك عوده الروح وهي الاهم وان شاا الله يستمر هذا التوهج النصر_الاتحاد ,1
4812,اليمن مواقف قويه ل المجلس الاسلامي الشافعي والصوفي والزيدي بشان اعدام الشيخ النمر ,2
4813, مارب_برس هيئه اغاثيه بريطانيه توفر مياه الشرب النظيفه في اليمن اطلقت منظمه هيومان ابيل انترنا ,1
4814, الهلال_الاهلي اللي مايعرف وش معنى اللعب بالعقل يتابع حسين المقهوي وشكرا ,2
4815,اتمنى من اداره الهلال محاسبه المتسببين بضياع النقطتين لمباره الفتح اولهم الحقير دونيس الي يحب الدراما وشد اعصاب المحبين لزعيم ,0
4816, الهلال_الاهلي قصه دونيس و الهلال انتهت ,2
4817, من يلوووم في حب الهلال الهلال هو الزعامه والحياه الهلال_الاهلي ,1
4818,الميزانيه قلت والاسعار زادت علاقه طرديه الميزانيه_السعوديه الميزانيه_السعوديه_2016 ارتفاع_الاسعار عجز_326مليار الميزانيه ,2
4819, الهلال لم يخسر اي نهائي مع المدرب اليوناني جورجيوس دونيس و حقق 3 بطولات معه ,2
4820,تعلقونها او ما تعلقونها الظاهر بكره ما حولكم احد الطلاب والطالبات شابكينها مع الويكند تعليق_الدراسه_في_الرياض,2
4821, عن السلام يتحدثون بحضره اسرائيل دين رحمه وب الارهاب يتشدقون بحضره فلسطين انسانيه رحمه للمعتدين وشياطين ع المظلومين حص ,0
4822,بوابه اليمن الاخباريه تحليق لطيران التحالف السعودي في سماا العاصمه صنعاا,2
4823,كل شي يسوون له حفله وبالاخير محد منتظر موافقتك من عدمها سينما بضوابط افضل من افلام اباحيه ذبحت شبابنا بخلوتهم السماح_بالسينما_في_السعوديه,0
4824, الف مبرووووك ياوجه السعد يانواف بن سعد الهلال_التعاون ,1
4825, احلم ليل ونهار الدوري والله ماتشمه ,0
